Entity,Source,Entity Type,Primary Product,Lease Name,Well Number,API,Regulatory API,1st Mo - Oil,1st Mo - Gas,1st Mo - Water,Max IP - Oil,Max IP - Gas,Max IP - Water,Max IP - Date - Oil,Max IP - Date - Gas,Max IP - Date - Water,2nd Mo - Oil,2nd Mo - Gas,2nd Mo - Water,2nd/3rd Mo - Oil,2nd/3rd Mo - Gas,2nd/3rd Mo - Water,2nd/3rd Mo - Num of Mos,2nd-4th Mo - Oil,2nd-4th Mo - Gas,2nd-4th Mo - Water,2nd-4th Mo - Num of Mos,Norm 6 mos - Oil,Norm 6 mos - Gas,Norm 6 mos - Water,Norm 6 mos - Num of Mos,Norm 1 yr - Oil,Norm 1 yr - Gas,Norm 1 yr - Water,Norm 1 yr - Num of Mos,Norm 2 yr - Oil,Norm 2 yr - Gas,Norm 2 yr - Water,Norm 2 yr - Num of Mos,Cum Oil,Cum Gas,Last 12 Month Oil,Last 12 Month Gas
142010P55426MULTIWELL01,PI,ALLOCATED,O,BRISCO 1H,MULTI,42177327800000,,799,365,,,,,,,,5270,2300,,10630,4664,,2,15147,6784,,3,15147,6784,,3,15147,6784,,3,15147,6784,,3,15946,7149,15946,7149
142010P56191MULTIWELL01,PI,ALLOCATED,O,THERIOT UNIT 2H,MULTI,42177323680000,,7338,3772,,,,,,,,19853,12094,,19853,12094,,1,19853,12094,,1,19853,12094,,1,19853,12094,,1,19853,12094,,1,27191,15866,27191,15866
142010P56198MULTIWELL01,PI,ALLOCATED,O,BROWN INVESTMENTS UNIT 2H,MULTI,42177327110000,,3629,3426,,,,,,,,20090,22312,,32340,37315,,2,32340,37315,,2,32340,37315,,2,32340,37315,,2,32340,37315,,2,35969,40741,35969,40741
142010P56205MULTIWELL01,PI,ALLOCATED,O,GILL TRUST UNIT 5H,MULTI,42177327540000,,24830,48325,,,,,,,,17857,54144,,17857,54144,,1,17857,54144,,1,17857,54144,,1,17857,54144,,1,17857,54144,,1,42687,102469,42687,102469
142010P56207MULTIWELL01,PI,ALLOCATED,O,GILL TRUST UNIT 6H,MULTI,42177327560000,,24372,45364,,,,,,,,21130,53658,,21130,53658,,1,21130,53658,,1,21130,53658,,1,21130,53658,,1,21130,53658,,1,45502,99022,45502,99022
142010P57070MULTIWELL01,PI,ALLOCATED,O,CHILDRESS 1H,MULTI,42177326750000,,1141,,,,,,,,,839,324,,839,324,,1,839,324,,1,839,324,,1,839,324,,1,839,324,,1,1980,324,1980,324
142010P57071MULTIWELL01,PI,ALLOCATED,O,COOK-HENRY 1 H,MULTI,42177326770000,,5329,733,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5329,733,5329,733
142010P57072MULTIWELL01,PI,ALLOCATED,O,CINCO J RANCH G 1H,MULTI,42177326870000,,7395,2095,,,,,,,,7321,2560,,7321,2560,,1,7321,2560,,1,7321,2560,,1,7321,2560,,1,7321,2560,,1,14716,4655,14716,4655
142010P57073MULTIWELL01,PI,ALLOCATED,O,CINCO J RANCH C 1H,MULTI,42177326980000,,8403,2647,,,,,,,,9732,3410,,9732,3410,,1,9732,3410,,1,9732,3410,,1,9732,3410,,1,9732,3410,,1,18135,6057,18135,6057
142010P57075MULTIWELL01,PI,ALLOCATED,O,ALLEN TRUST UNIT 2H,MULTI,42177327160000,,13195,7801,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,13195,7801,13195,7801
142010P57076MULTIWELL01,PI,ALLOCATED,O,SALLIS BOULDIN UNIT 8H,MULTI,42177327390000,,18767,8919,,,,,,,,9552,5439,,9552,5439,,1,9552,5439,,1,9552,5439,,1,9552,5439,,1,9552,5439,,1,28319,14358,28319,14358
142010P57077MULTIWELL01,PI,ALLOCATED,O,SALLIS BOULDIN UNIT 9H,MULTI,42177327400000,,22004,7101,,,,,,,,11660,4096,,11660,4096,,1,11660,4096,,1,11660,4096,,1,11660,4096,,1,11660,4096,,1,33664,11197,33664,11197
142010P57078MULTIWELL01,PI,ALLOCATED,O,BROWN INVESTMENTS 3H,MULTI,42177328030000,,7917,7651,,,,,,,,12937,14266,,12937,14266,,1,12937,14266,,1,12937,14266,,1,12937,14266,,1,12937,14266,,1,20854,21917,20854,21917
142010P57080MULTIWELL01,PI,ALLOCATED,O,CANTLEY A UNIT 1H,MULTI,42177328080000,,91,,,,,,,,,,15,,,15,,1,,15,,1,,15,,1,,15,,1,,15,,1,91,15,91,15
142010P57082MULTIWELL01,PI,ALLOCATED,O,LEFEVRE UNIT 2H,MULTI,42177328130000,,14596,20308,,,,,,,,44201,70025,,44201,70025,,1,44201,70025,,1,44201,70025,,1,44201,70025,,1,44201,70025,,1,58797,90333,58797,90333
142010P57083MULTIWELL01,PI,ALLOCATED,O,VERNON UNIT 1H,MULTI,42177328250000,,11602,13696,,,,,,,,14905,23925,,14905,23925,,1,14905,23925,,1,14905,23925,,1,14905,23925,,1,14905,23925,,1,26507,37621,26507,37621
142010P58252MULTIWELL01,PI,ALLOCATED,O,PRESTON J M UNIT 1H,MULTI,42177327710000,,13606,11528,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,13606,11528,13606,11528
142010P58253MULTIWELL01,PI,ALLOCATED,O,PRESTON J M UNIT 2H,MULTI,42177327720000,,13915,14630,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,13915,14630,13915,14630
142010P58256MULTIWELL01,PI,ALLOCATED,O,BROLL 1H,MULTI,42177327780000,,704,1,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,704,1,704,1
142010P58257MULTIWELL01,PI,ALLOCATED,O,FRANCISCO UNIT 3H,MULTI,42177327850000,,18149,29997,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,18149,29997,18149,29997
142010P58258MULTIWELL01,PI,ALLOCATED,O,FRANCISCO UNIT 4H,MULTI,42177327860000,,18520,25799,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,18520,25799,18520,25799
142010P58259MULTIWELL01,PI,ALLOCATED,O,FRANCISCO UNIT 5H,MULTI,42177327870000,,19264,26272,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,19264,26272,19264,26272
142010P58260MULTIWELL01,PI,ALLOCATED,O,SANJAC UNIT 1H,MULTI,42177327930000,,13134,6026,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,13134,6026,13134,6026
142010P58261MULTIWELL01,PI,ALLOCATED,O,JAM 1H,MULTI,42177328140000,,2942,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,2942,0,2942,
142010P58264MULTIWELL01,PI,ALLOCATED,O,SPRADLIN UNIT 1H,MULTI,42177328540000,,11412,5591,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,11412,5591,11412,5591
1420200094302H,PI,ALLOCATED,O,MARSHALL T R UNIT,2H,42177320780000,,8511,,,,,,,,,2031,6067,620,8262,29632,2518,2,11381,38081,3465,3,15363,48760,4666,6,17490,56343,5286,11,17490,56343,5286,11,26001,56343,26001,56343
1420200094303H,PI,ALLOCATED,O,MARSHALL T R UNIT,3H,42177320790000,,28674,39232,28332,1718,,1309,2010-01-27,,2010-01-27,6059,6668,4617,26576,36420,20251,2,38040,48831,28985,3,55717,68839,42453,6,74972,104963,57125,11,74972,104963,57125,11,103646,144195,103646,144195
1420200094305H,PI,ALLOCATED,O,MARSHALL T R UNIT,5H,42177320830000,,6641,14559,2795,556,,234,2010-03-17,,2010-03-17,3710,6073,1562,7518,12421,3165,2,8588,15000,3616,3,12691,26367,5343,6,15662,33540,6593,8,15662,33540,6593,8,22303,48099,22303,48099
1420200094307H,PI,ALLOCATED,O,MARSHALL T R UNIT,7H,42177320960000,,498,548,719,328,,474,2010-07-25,,2010-07-25,1328,1966,1918,1925,6655,2781,2,2855,9229,4125,3,3678,11199,5314,5,3678,11199,5314,5,3678,11199,5314,5,4176,11747,4176,11747
142020009430MULTIWELL01,PI,ALLOCATED,O,MARSHALL T R UNIT,MULTI,42177320790000,,632,,,,,,,,,15254,,,15254,,,1,15254,,,1,15254,,,1,15254,,,1,15254,,,1,15886,0,15886,
1420200094681H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,1H,42177320850000,,8551,5497,3326,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,8551,5497,8551,5497
1420200094682H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,2H,42177320930000,,390,2380,1545,84,,333,2010-11-01,,2010-11-01,,,,,,,0,,,,0,,,,0,,,,0,,,,0,390,2380,390,2380
1420200094683H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,3H,42177320900000,,2997,1911,775,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,2997,1911,2997,1911
1420200094684H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,4H,42177320920000,,7211,6507,4653,908,,586,2010-10-26,,2010-10-26,4213,2977,2719,4213,2977,2719,1,4213,2977,2719,1,4213,2977,2719,1,4213,2977,2719,1,4213,2977,2719,1,11424,9484,11424,9484
1420200094685H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,5H,42177321040000,,5250,3166,7450,661,,938,2010-10-26,,2010-10-26,3068,1447,4353,3068,1447,4353,1,3068,1447,4353,1,3068,1447,4353,1,3068,1447,4353,1,3068,1447,4353,1,8318,4613,8318,4613
1420200094686H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,6H,42177321030000,,2723,1574,2357,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,2723,1574,2723,1574
1420200094687H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,7H,42177321060000,,1750,980,1680,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,1750,980,1750,980
1420200094741H,PI,ALLOCATED,O,BROTHERS UNIT,1H,42177321020000,,20968,10222,6613,1227,,387,2010-08-30,,2010-08-30,13687,14409,4317,23359,30474,7367,2,23359,30474,7367,2,23359,30474,7367,2,23359,30474,7367,2,23359,30474,7367,2,44327,40696,44327,40696
1420200094743H,PI,ALLOCATED,O,BROTHERS UNIT,3H,42177320950000,,34282,11180,12100,2006,,708,2010-08-31,,2010-08-31,22378,15760,7898,38192,33331,13480,2,38192,33331,13480,2,38192,33331,13480,2,38192,33331,13480,2,38192,33331,13480,2,72474,44511,72474,44511
1420200094781,PI,ALLOCATED,O,TEXAS TWO STEP,1,42177319790200,,1422,,2475,185,,322,2010-01-21,,2010-01-21,1350,,2350,2252,,3920,2,3032,,5278,3,4413,,7681,6,7612,,13249,10,7612,,13249,10,9034,0,9034,
1420200095261H,PI,ALLOCATED,O,GONZO HUNTER,1H,42177321010000,,9706,5174,7040,,,,,,,7756,4119,5626,14283,8156,10360,2,19593,11777,14212,3,30261,18078,21950,5,30261,18078,21950,5,30261,18078,21950,5,39967,23252,39967,23252
1420200095371H,PI,ALLOCATED,O,MOSTYN,1H,42177317890200,,2566,,,,,,,,,7702,,2567,12805,,4268,2,16817,,5605,3,23327,,7775,5,23327,,7775,5,23327,,7775,5,25893,0,25893,
142020009570MULTIWELL01,PI,ALLOCATED,O,SPAHN FARMS UNIT,MULTI,42177321170000,,2273,,,,,,,,,0,,,0,,,1,0,,,1,0,,,1,0,,,1,0,,,1,2273,0,2273,
1420200095711H,PI,ALLOCATED,O,CUSACK RANCH,1H,42177321080000,,5288,,2701,640,,327,2010-11-28,,2010-11-28,,,,,,,0,,,,0,,,,0,,,,0,,,,0,5288,0,5288,
1420200095713H,PI,ALLOCATED,O,CUSACK RANCH,3H,42177321100000,,9775,,2455,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,9775,0,9775,
1420200095951H,PI,ALLOCATED,O,BARNHART (EF),1H,42177320970000,,9825,4796,8983,82,,5,2011-05-27,,2011-05-27,43668,42191,38916,43668,42191,38916,2,43668,42191,38916,2,43668,42191,38916,2,43668,42191,38916,2,43668,42191,38916,2,53493,46987,53493,46987
1420200096151H,PI,ALLOCATED,O,OTTO,1H,42177321280000,,2528,797,,502,,264,2010-12-05,,2010-12-05,,,,,,,0,,,,0,,,,0,,,,0,,,,0,2528,797,2528,797
1420200102471,PI,ALLOCATED,O,WINKLER UNIT A,1,42177325380200,,4381,6424,,,,,,,,14966,22026,1098,14966,22026,1098,1,14966,22026,1098,1,14966,22026,1098,1,14966,22026,1098,1,14966,22026,1098,1,19347,28450,19347,28450
1420200102741H,PI,ALLOCATED,O,BURROW,1H,42177325080000,,631,,,1569,,169,2012-11-03,,2012-11-03,6346,8012,683,11922,14456,1283,2,17639,21191,1898,3,25706,23784,2765,6,25706,23784,2765,6,25706,23784,2765,6,26337,23784,26337,23784
1420200102742H,PI,ALLOCATED,O,BURROW,2H,42177325140000,,9667,14408,1806,,,,,,,18795,22788,3297,35307,41116,6194,2,52237,60271,9164,3,76128,67653,13356,6,76128,67653,13356,6,76128,67653,13356,6,85795,82061,85795,82061
1420100151791,PI,ALLOCATED,O,MAALI,1,42177320710100,,15212,9081,2018,837,,111,2010-02-28,,2010-02-28,16064,19433,2132,27534,33860,3654,2,36563,51365,4852,3,53975,82343,7163,6,65051,99156,8633,9,65051,99156,8633,9,80263,108237,80263,108237
1420100152161H,PI,ALLOCATED,O,KOENNING UNIT,1H,42177320940000,,1144,,,519,,198,2010-07-03,,2010-07-03,14483,9990,5525,23355,17161,8910,2,29221,22528,11148,3,35569,29246,13569,5,35569,29246,13569,5,35569,29246,13569,5,36713,29246,36713,29246
1420100152492H,PI,ALLOCATED,O,MARSHALL T R UNIT,2H,42177320780000,,2139,3844,,,,,,,,1016,8540,436,1762,14237,719,2,2831,19079,1068,3,7012,21594,1654,6,17004,21594,3187,12,28955,25343,5524,24,33871,30425,9875,2701
1420100152493H,PI,ALLOCATED,O,MARSHALL T R UNIT,3H,42177320790000,,2972,5340,,,,,,,,681,5492,537,1137,8978,898,2,1723,11817,1402,3,3367,13514,2353,6,6456,14966,3439,12,11936,15690,4969,24,16669,21330,5253,760
1420100152495H,PI,ALLOCATED,O,MARSHALL T R UNIT,5H,42177320830000,,2066,3711,,,,,,,,5186,0,0,9138,0,0,2,15026,0,0,3,24357,0,0,6,29059,3179,1597,12,35803,5302,3745,24,40092,9784,7340,1890
1420100152497H,PI,ALLOCATED,O,MARSHALL T R UNIT,7H,42177320960000,,1219,2190,,,,,,,,299,17833,504,599,34787,995,2,1154,54624,1888,3,4521,75059,4678,6,13982,78162,7639,12,25678,80471,12078,24,28751,83304,9680,1721
1420100152531H,PI,ALLOCATED,O,BROTHERS UNIT,1H,42177321020000,,11083,7698,,,,,,,,7959,9017,0,14010,15267,0,2,20191,22437,0,3,33807,46785,95,6,51155,72537,663,12,65738,91337,4692,24,81135,103803,13053,17221
1420100152532H,PI,ALLOCATED,O,BROTHERS UNIT,2H,42177320990000,,48561,34109,13510,2304,,641,2012-03-04,,2012-03-04,34826,32207,9476,59568,63129,15940,2,76495,87929,19946,3,99127,126806,22407,6,122995,162159,22855,12,127298,167802,22883,13,175859,201911,92472,135595
1420100152533H,PI,ALLOCATED,O,BROTHERS UNIT,3H,42177320950000,,11083,7699,,,,,,,,10389,11768,0,18287,19926,0,2,26354,29285,0,3,46963,65291,351,6,81624,107980,3775,12,104900,130831,17586,24,119958,143998,17053,20656
1420100152534H,PI,ALLOCATED,O,BROTHERS UNIT,4H,42177321050000,,39119,53383,40594,1856,,1926,2012-03-12,,2012-03-12,30156,40737,28488,54231,76288,47957,2,74813,106430,60062,3,126985,183113,70891,6,175411,237152,94362,12,183383,243848,98582,13,222502,297231,153227,203111
1420100152535H,PI,ALLOCATED,O,BROTHERS UNIT,5H,42177324030000,,46453,36313,25249,2204,,1198,2012-03-05,,2012-03-05,34106,31588,17445,59334,61131,29020,2,78141,85790,35669,3,112731,135259,37815,6,141422,161801,46352,12,145532,163692,48062,13,191985,200005,111426,132104
1420100152536H,PI,ALLOCATED,O,BROTHERS UNIT,6H,42177324040000,,36611,29704,39140,1737,,1857,2012-03-11,,2012-03-11,28005,25169,27154,50107,49081,45289,2,68648,70719,55902,3,114371,128674,60394,6,154184,166931,71793,12,160060,170466,73945,13,196671,200170,132055,145297
1420100152537H,PI,ALLOCATED,O,BROTHERS UNIT,7H,42177327190000,,7657,,,1874,,1704,2012-12-17,,2012-12-17,19628,18965,17847,59520,63457,49079,2,87379,105082,64821,3,129621,194210,69088,5,129621,194210,69088,5,129621,194210,69088,5,137278,194210,137278,194210
1420100152538H,PI,ALLOCATED,O,BROTHERS UNIT,8H,42177327230000,,6637,,,1895,,1982,2012-12-31,,2012-12-31,19848,18304,20759,59238,55945,56654,2,85603,87441,74139,3,121872,145744,76090,5,121872,145744,76090,5,121872,145744,76090,5,128509,145744,128509,145744
1420100152581H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,1H,42177320850000,,16058,23920,,,,,,,,11050,11563,,18311,17835,,2,27274,27379,,3,45616,49501,,6,78695,62127,,12,101264,89378,1049,24,121537,119471,15758,20944
1420100152582H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,2H,42177320930000,,1686,2512,,,,,,,,1160,1214,0,1922,1872,0,2,2863,2874,0,3,6762,7574,0,6,8482,14072,248,12,30761,35956,1190,24,37917,42974,17981,18531
1420100152583H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,3H,42177320900000,,1464,2230,100,,,,,,,1477,2024,77,2662,3587,120,2,3890,5351,143,3,7889,10599,219,6,16480,18245,481,12,17678,19159,530,13,19142,21389,16201,17135
1420100152584H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,4H,42177320920000,,11844,17641,,,,,,,,11050,11563,0,18311,17836,0,2,27275,27381,0,3,45619,49503,0,6,57103,121896,3144,12,75265,148477,4237,24,92692,174544,16297,25621
1420100152585H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,5H,42177321040000,,11843,17641,,,,,,,,9131,9554,0,15131,14736,0,2,22537,22622,0,3,37693,40901,0,6,51017,76525,2916,12,60713,90163,4114,24,74722,108991,6989,8195
1420100152586H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,6H,42177321030000,,11783,17552,,,,,,,,8108,8484,,13436,13087,,2,20013,20091,,3,33473,36325,,6,57746,45591,,12,68114,63408,1987,24,82517,84637,8634,12005
1420100152587H,PI,ALLOCATED,O,CUSACK-CLAMPIT UNIT,7H,42177321060000,,7568,11273,,,,,,,,5208,5450,,8630,8406,,2,12855,12904,,3,21501,23330,,6,37094,29281,,12,52496,44704,3757,24,61890,57047,13587,10077
1420100152721,PI,ALLOCATED,O,TEXAS TWO STEP,1,42177319790200,,1310,,,,,,,,,1470,,,2826,,,2,4465,,,3,8058,,,6,13861,,,12,21388,,,24,24419,0,7106,
1420100152731H,PI,ALLOCATED,O,MOSTYN,1H,42177317890200,,3013,,,,,,,,,2822,,,4935,,,2,7148,,,3,12402,,,6,20600,,,12,31259,,,24,36292,0,9492,
1420100152781H,PI,ALLOCATED,O,SOUTHERN HUNTER,1H,42177321270000,,20259,19184,3978,,,,,,,11618,10768,2270,24898,22446,4850,2,33697,30615,6549,3,51641,50212,9990,6,67876,66308,13008,12,98773,93338,17337,24,122186,115274,29049,26353
1420100152782H,PI,ALLOCATED,O,SOUTHERN HUNTER,2H,42177322860000,,16207,12271,1834,,,,,,,14887,15345,1667,26714,27166,2984,2,35194,37126,3911,3,51165,58518,5532,6,72421,101093,7498,11,72421,101093,7498,11,88628,113364,88628,113364
14201001529311H,PI,ALLOCATED,O,H F S,11H,42177327250000,,8434,,,1289,,1780,2013-02-13,,2013-02-13,15327,12672,21165,34784,30886,48035,2,50684,49694,69992,3,50684,49694,69992,3,50684,49694,69992,3,50684,49694,69992,3,59118,49694,59118,49694
14201001529312H,PI,ALLOCATED,O,H F S,12H,42177327260000,,10628,,,1534,,2453,2013-02-12,,2013-02-12,18241,15218,29168,41398,37089,66197,2,60320,59673,96455,3,60320,59673,96455,3,60320,59673,96455,3,60320,59673,96455,3,70948,59673,70948,59673
1420100152931H,PI,ALLOCATED,O,H F S,1H,42177321210000,,13486,6096,7038,,,,,,,18018,17899,9329,29278,31359,15104,2,37913,43550,19483,3,56310,75777,28527,6,77124,124481,36697,12,94047,169343,39504,24,108903,179246,14297,38070
1420100152932H,PI,ALLOCATED,O,H F S,2H,42177321230000,,15789,12676,7429,1203,,566,2011-08-05,,2011-08-05,11944,9748,5577,23416,19721,10794,2,31890,26868,14550,3,54352,48122,23573,6,80768,72262,29688,12,91131,86508,35907,20,106920,99184,26477,29115
1420100152933H,PI,ALLOCATED,O,H F S,3H,42177321240000,,13521,4513,10604,,,,,,,17908,12155,13938,28985,20659,22494,2,37376,27888,28902,3,54599,44928,41638,6,70717,63811,50686,12,82170,79270,51626,24,96294,84781,8920,12463
1420100152934H,PI,ALLOCATED,O,H F S,4H,42177322530000,,16484,13736,8741,1256,,666,2011-08-07,,2011-08-07,12349,10317,6417,24062,20597,12253,2,32572,27743,16289,3,53761,47153,24373,6,79287,81315,28620,12,87993,94450,50946,20,104477,108186,24381,37639
1420100152935H,PI,ALLOCATED,O,H F S,5H,42177321400000,,18045,7722,14027,,,,,,,23932,19615,18491,38760,32633,29864,2,50014,43184,38430,3,73250,66153,55653,6,95988,89694,69375,12,119201,125032,74308,24,139275,137041,19960,33431
1420100152936H,PI,ALLOCATED,O,H F S,6H,42177323190000,,297,,,974,,489,2011-10-03,,2011-10-03,11818,8739,5933,20654,15246,10281,2,29144,22035,14357,3,52373,43113,24368,6,71580,60474,26384,12,78176,70478,26437,19,78473,70478,19963,22638
1420100152937H,PI,ALLOCATED,O,H F S,7H,42177325440000,,5477,,,2445,,2070,2012-09-06,,2012-09-06,40765,37842,34513,71913,73183,59793,2,94543,106636,78033,3,111655,143630,90839,6,122024,160299,92265,8,122024,160299,92265,8,127501,160299,127501,160299
1420100152938H,PI,ALLOCATED,O,H F S,8H,42177325300000,,35347,32529,28561,2120,,1713,2012-09-07,,2012-09-07,24662,25773,18594,39625,44888,28737,2,42706,51915,29326,3,55938,67176,30611,6,60132,72903,30969,7,60132,72903,30969,7,95479,105432,95479,105432
1420100152939H,PI,ALLOCATED,O,H F S,9H,42177325470000,,3207,,,2461,,1057,2013-01-08,,2013-01-08,18122,,,47485,33886,18305,2,76747,56213,30874,3,144253,121436,59867,5,144253,121436,59867,5,144253,121436,59867,5,147460,121436,147460,121436
142010015293MULTIWELL01,PI,ALLOCATED,O,H F S,MULTI,42177321210000,,8311,,4367,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,8311,0,8311,
1420100152961H,PI,ALLOCATED,O,HAGEN EF,1H,42177321250000,,5703,400,,,,,,,,5505,617,,14121,1875,3447,2,20899,1875,6163,3,34621,2355,11761,6,49733,7554,18255,12,72194,7683,30079,24,80376,8216,21150,262
1420100152962H,PI,ALLOCATED,O,HAGEN EF,2H,42177321320000,,1152,81,,,,,,,,7783,873,,13841,1521,4262,2,18780,1521,7409,3,29535,1702,12908,6,43587,2438,16441,12,68360,2446,18372,24,72550,2692,23970,173
1420100153211H,PI,ALLOCATED,O,ZAPPE UNIT,1H,42177321720000,,14582,11654,10548,846,,542,2011-04-26,,2011-04-26,13881,17569,7766,22288,29442,11258,2,28042,39946,11770,3,39635,63780,12766,6,44106,72912,13192,12,58748,92241,15238,24,73330,103895,14642,19329
1420100153212H,PI,ALLOCATED,O,ZAPPE UNIT,2H,42177321710000,,1882,,,655,,815,2011-05-02,,2011-05-02,13749,17856,17108,23986,30743,30160,2,33952,44865,43264,3,54886,73171,73585,6,64890,83702,98169,12,76966,103074,113492,24,78848,103074,12076,19372
1420100153213H,PI,ALLOCATED,O,ZAPPE UNIT,3H,42177321660000,,10874,12045,15974,518,,761,2011-05-01,,2011-05-01,6641,7183,7444,11272,12865,9100,2,15298,17932,10588,3,25638,31064,14829,6,32419,37663,18886,12,44532,58477,22775,23,55406,70522,13167,21772
1420100153214H,PI,ALLOCATED,O,ZAPPE UNIT,4H,42177323430000,,14228,16276,26510,972,,1811,2012-01-09,,2012-01-09,10571,14145,19074,18840,26575,33262,2,25294,35464,43388,3,39032,57174,53104,6,60965,89478,58376,12,69127,99977,60075,15,83355,116253,43833,64513
1420100153215H,PI,ALLOCATED,O,ZAPPE UNIT,5H,42177323220000,,1228,,,1027,,1443,2012-01-01,,2012-01-01,15034,15764,21123,26567,29806,36928,2,36018,42661,49435,3,59166,73977,75045,6,81569,108562,79551,12,91919,121828,81004,16,93147,121828,47960,69313
1420100153221H,PI,ALLOCATED,O,GONZO NORTH,1H,42177321460000,,10815,7055,5477,,,,,,,12887,7354,6485,21453,12452,10783,2,27447,15899,13781,3,43729,27060,21875,6,84653,50040,44935,12,103309,63743,52309,24,115438,71929,17387,13130
1420100153222H,PI,ALLOCATED,O,GONZO NORTH,2H,42177322990000,,15208,3931,10616,,,,,,,0,0,0,10753,5673,7420,2,19418,10296,13350,3,38380,21024,26035,6,66588,38075,42565,12,72338,41618,45039,14,87546,45549,61585,35945
1420100153281H,PI,ALLOCATED,O,ULLMAN UNIT,1H,42177321520000,,877,,,1036,,993,2011-07-02,,2011-07-02,16702,18904,16008,25843,31868,23397,2,29903,38059,24246,3,40953,53683,26426,6,61998,85416,29749,12,84080,117788,32868,22,84957,117788,28266,42691
1420100153282H,PI,ALLOCATED,O,ULLMAN UNIT,2H,42177321290000,,13668,18986,30233,,,,,,,9347,21953,20500,16379,35565,35780,2,21112,41542,45950,3,37412,72152,81776,6,56562,111148,111943,12,71668,139523,113397,24,87963,162950,12821,22998
1420100153283H,PI,ALLOCATED,O,ULLMAN UNIT,3H,42177321590000,,742,,,677,,829,2011-07-01,,2011-07-01,10915,11138,13365,19188,20681,23171,2,26962,29576,31983,3,44146,50393,47743,6,62939,79705,51183,12,80786,107378,54743,22,81528,107378,23064,37185
1420100153284H,PI,ALLOCATED,O,ULLMAN UNIT,4H,42177321300000,,10148,12124,10085,,,,,,,6953,14115,6844,12196,22928,11947,2,15735,26826,15344,3,28019,47103,27359,6,43277,74740,37748,12,58310,104742,39403,24,71236,122792,13197,27141
1420100153491H,PI,ALLOCATED,O,SWEET UNIT,1H,42177321410000,,1399,,7117,,,,,,,4677,5374,8934,7302,10848,13906,2,9225,16093,17509,3,13593,31266,25459,6,18141,51032,31147,12,25126,71431,31498,24,27780,73563,7149,17981
1420100153492H,PI,ALLOCATED,O,SWEET UNIT,2H,42177321420000,,1843,,,462,,573,2011-03-06,,2011-03-06,8973,10210,11129,14018,18747,17050,2,17720,25611,21095,3,26167,40407,28311,6,38644,58101,29843,12,61820,98282,30604,24,66720,103438,21447,37811
1420100153493H,PI,ALLOCATED,O,SWEET UNIT,3H,42177321430000,,457,,,,,,,,,33369,26278,30222,52305,50237,47216,2,66360,71281,59701,3,99503,125614,88291,6,142832,198519,116478,12,175494,267801,117792,24,179991,275626,28797,61987
1420100153494H,PI,ALLOCATED,O,SWEET UNIT,4H,42177321440000,,7435,19390,3604,619,,300,2011-04-10,,2011-04-10,4828,13901,2292,8189,23686,3840,2,10453,29885,4808,3,13752,39716,5913,6,20262,62593,8558,12,30636,93258,10707,24,38071,112648,10374,30665
1420100153681H,PI,ALLOCATED,O,CUSACK RANCH,1H,42177321080000,,19207,26189,9674,,,,,,,12306,17177,6097,17507,23537,8625,2,26992,36698,13134,3,42559,60251,20195,6,60361,88752,26418,12,74753,111128,27998,24,115812,162222,31799,40545
1420100153682H,PI,ALLOCATED,O,CUSACK RANCH,2H,42177321090000,,12387,9182,3973,1568,,503,2011-06-18,,2011-06-18,21251,17607,6800,37781,33958,12073,2,51208,47250,16342,3,80361,79164,25544,6,107568,112876,33744,12,144674,129374,40732,22,157061,138556,42381,23677
